_id,title,url,tag_current,id_related,title_related,tag_related
48272,Using nature's genius in architecture,https://www.ted.com/talks/michael_pawlyn_using_nature_s_genius_in_architecture,"sustainability,design,architecture,biomimicry","27.0,27.0,27.0","Organic design, inspired by nature,Organic design, inspired by nature,Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness,design,business,entrepreneur,architecture,urban planning,gaming,homelessness,design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
48592,"The future of business is the ""mesh""",https://www.ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh,"technology,business","1632.0,1174.0,1632.0,1174.0","Excuse me, may I rent your car?,A future beyond traffic gridlock,Excuse me, may I rent your car?,A future beyond traffic gridlock","culture,global issues,technology,military,terrorism,war,culture,global issues,music,collaboration,social change,art,storytelling,activism,film,culture,global issues,technology,military,terrorism,war,culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
48884,Understanding cancer through proteomics,https://www.ted.com/talks/danny_hillis_understanding_cancer_through_proteomics,"genetics,cancer,medical research",761.0,A new strategy in the war on cancer,"technology,invention,entertainment,music,performance,software,art"
50382,Don't insist on English!,https://www.ted.com/talks/patricia_ryan_don_t_insist_on_english,"culture,global issues,language,TEDx","23938.0,23938.0,23938.0","A brief history of plural word...s,A brief history of plural word...s,A brief history of plural word...s","entertainment,music,performance,art,entertainment,music,performance,art,entertainment,music,performance,art"
50592,Google's driverless car,https://www.ted.com/talks/sebastian_thrun_google_s_driverless_car,"science,technology,business,transportation,robots,driverless cars",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
51128,A song inspired by the ocean,https://www.ted.com/talks/jackson_browne_a_song_inspired_by_the_ocean,"entertainment,music,performance,TED Prize,TEDx,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
51614,A radical experiment in empathy,https://www.ted.com/talks/sam_richards_a_radical_experiment_in_empathy,"culture,global issues,war,sociology,empathy,society,TEDx,Middle East",713.0,Photographing the hidden story,"culture,design,invention,business,architecture,interview,creativity"
51690,On being wrong,https://www.ted.com/talks/kathryn_schulz_on_being_wrong,"culture,personal growth","1580.0,1580.0,1580.0","Smart failure for a fast-changing world,Smart failure for a fast-changing world,Smart failure for a fast-changing world","design,creativity,art,illusion,Brazil,animation,design,creativity,art,illusion,Brazil,animation,design,creativity,art,illusion,Brazil,animation"
52938,Building a museum of museums on the web,https://www.ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web,"technology,design,art",2826.0,Can art amend history?,"science,technology,invention,business,disease,health care,TED Prize,medicine"
53358,How to tie your shoes,https://www.ted.com/talks/terry_moore_how_to_tie_your_shoes,"culture,entertainment,demo",235.0,The search for the true face of Leonardo,"design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space"
53710,"On violin and cello, ""Passacaglia""",https://www.ted.com/talks/robert_gupta_joshua_roman_on_violin_and_cello_passacaglia,"entertainment,performance,collaboration,creativity,TED Fellows",805.0,"Music is medicine, music is sanity","culture,science,cognitive science,evolution,gender,love,psychology,relationships"
53790,Making a car for blind drivers,https://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers,"technology,design,transportation,sight,blindness",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
54890,Different ways of knowing,https://www.ted.com/talks/daniel_tammet_different_ways_of_knowing,"culture,brain",1094.0,The social animal,"culture,science,entertainment,illusion,religion"
55474,Try something new for 30 days,https://www.ted.com/talks/matt_cutts_try_something_new_for_30_days,"culture,success","44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
56056,See Yemen through my eyes,https://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes,"global issues,communication,war,women,journalism","1078.0,1078.0,1078.0","On being a woman and a diplomat,On being a woman and a diplomat,On being a woman and a diplomat","social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender"
56972,How language transformed humanity,https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity,"culture,science,evolution,biology,communication,language","1670.0,1670.0,1670.0","Could your language affect your ability to save money?,Could your language affect your ability to save money?,Could your language affect your ability to save money?","culture,global issues,design,social change,art,storytelling,activism,film,photography,indigenous peoples,culture,global issues,design,social change,art,storytelling,activism,film,photography,indigenous peoples,culture,global issues,design,social change,art,storytelling,activism,film,photography,indigenous peoples"
57056,Are we filtering the wrong microbes?,https://www.ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes,"science,health,microbiology,TED Fellows",509.0,"How bacteria ""talk""","culture,global issues,science,disease,food,health,health care"
57130,"Suddenly, my body",https://www.ted.com/talks/eve_ensler_suddenly_my_body,"culture,cancer,activism,poetry,brain,human body",761.0,A new strategy in the war on cancer,"technology,invention,entertainment,music,performance,software,art"
57350,The great penguin rescue,https://www.ted.com/talks/dyan_denapoli_the_great_penguin_rescue,"global issues,science,collaboration,animals,birds,TEDx,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
57876,Can we make things that make themselves?,https://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves,"technology,design,TED Fellows","183.0,183.0","Playing with DNA that self-assembles,Playing with DNA that self-assembles","culture,global issues,politics,business,corruption,economics,entrepreneur,military,poverty,policy,international development,investing,culture,global issues,politics,business,corruption,economics,entrepreneur,military,poverty,policy,international development,investing"
58338,The art of wearable communication,https://www.ted.com/talks/kate_hartman_the_art_of_wearable_communication,"culture,art,communication,glaciers","509.0,509.0,509.0","How bacteria ""talk"",How bacteria ""talk"",How bacteria ""talk""","culture,global issues,science,disease,food,health,health care,culture,global issues,science,disease,food,health,health care,culture,global issues,science,disease,food,health,health care"
58754,Fighting a contagious cancer,https://www.ted.com/talks/elizabeth_murchison_fighting_a_contagious_cancer,"science,animals,cancer,biology",761.0,A new strategy in the war on cancer,"technology,invention,entertainment,music,performance,software,art"
59292,Finding life we can't imagine,https://www.ted.com/talks/christoph_adami_finding_life_we_can_t_imagine,"science,evolution,biology,bacteria,TEDx",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
59518,Trusting the ensemble,https://www.ted.com/talks/charles_hazlewood_trusting_the_ensemble,"culture,entertainment,music,performance,collaboration,conducting,trust",663.0,Lead like the great conductors,"science,technology,disease,health,cancer"
60406,Open-source cancer research,https://www.ted.com/talks/jay_bradner_open_source_cancer_research,"science,business,DNA,genetics,software,collaboration,cancer,biology,community,chemistry,TEDx,Internet,medical research",761.0,A new strategy in the war on cancer,"technology,invention,entertainment,music,performance,software,art"
60670,A plane you can drive,https://www.ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive,"design,invention,flight,transportation","429.0,429.0,429.0","My dream of a flying car,My dream of a flying car,My dream of a flying car","culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster,culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster,culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster"
62148,Don't regret regret,https://www.ted.com/talks/kathryn_schulz_don_t_regret_regret,"culture,personal growth,decision-making","605.0,1580.0,605.0,1580.0,605.0,1580.0","A kinder, gentler philosophy of success,Smart failure for a fast-changing world,A kinder, gentler philosophy of success,Smart failure for a fast-changing world,A kinder, gentler philosophy of success,Smart failure for a fast-changing world","culture,environment,global issues,science,Africa,animals,nature,primates,design,creativity,art,illusion,Brazil,animation,culture,environment,global issues,science,Africa,animals,nature,primates,design,creativity,art,illusion,Brazil,animation,culture,environment,global issues,science,Africa,animals,nature,primates,design,creativity,art,illusion,Brazil,animation"
62620,The magnificence of spider silk,https://www.ted.com/talks/cheryl_hayashi_the_magnificence_of_spider_silk,"science,technology,engineering,industrial design,biotech,nature,biology,biomimicry,physics,insects,Internet",509.0,"How bacteria ""talk""","culture,global issues,science,disease,food,health,health care"
62824,What happens when an NGO admits failure,https://www.ted.com/talks/david_damberger_what_happens_when_an_ngo_admits_failure,"global issues,engineering,TEDx,international development",1580.0,Smart failure for a fast-changing world,"design,creativity,art,illusion,Brazil,animation"
62840,The hidden light of Afghanistan,https://www.ted.com/talks/monika_bulaj_the_hidden_light_of_afghanistan,"global issues,design,art,storytelling,photography,TED Fellows,journalism","713.0,713.0,713.0","Photographing the hidden story,Photographing the hidden story,Photographing the hidden story","culture,design,invention,business,architecture,interview,creativity,culture,design,invention,business,architecture,interview,creativity,culture,design,invention,business,architecture,interview,creativity"
63596,The global power shift,https://www.ted.com/talks/paddy_ashdown_the_global_power_shift,"culture,global issues,politics,TEDx,Europe,international relations","1078.0,1078.0,1078.0","On being a woman and a diplomat,On being a woman and a diplomat,On being a woman and a diplomat","social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender"
63660,"1,000 TED Talks in six words",https://www.ted.com/talks/sebastian_wernicke_1_000_ted_talks_in_six_words,"statistics,visualizations,TEDx",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
63730,Be suspicious of simple stories,https://www.ted.com/talks/tyler_cowen_be_suspicious_of_simple_stories,"culture,business,economics,storytelling,TEDx",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
63768,Award-winning teenage science in action,https://www.ted.com/talks/lauren_hodge_shree_bose_naomi_shah_award_winning_teenage_science_in_action,"science,food,health,cancer,pollution,medicine,chemistry,TEDx,youth,code",761.0,A new strategy in the war on cancer,"technology,invention,entertainment,music,performance,software,art"
63876,Animations of unseeable biology,https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology,"science,sustainability,DNA,biotech,genetics,computers,biology,visualizations,TEDx,code",183.0,Playing with DNA that self-assembles,"culture,global issues,politics,business,corruption,economics,entrepreneur,military,poverty,policy,international development,investing"
63952,"""Women of Hope""",https://www.ted.com/talks/morley_women_of_hope,"music,performance,activism,poetry,women,TEDx","1078.0,1078.0,1078.0","On being a woman and a diplomat,On being a woman and a diplomat,On being a woman and a diplomat","social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender"
64122,Atheism 2.0,https://www.ted.com/talks/alain_de_botton_atheism_2_0,"culture,philosophy,religion,atheism","605.0,605.0,605.0","A kinder, gentler philosophy of success,A kinder, gentler philosophy of success,A kinder, gentler philosophy of success","culture,environment,global issues,science,Africa,animals,nature,primates,culture,environment,global issues,science,Africa,animals,nature,primates,culture,environment,global issues,science,Africa,animals,nature,primates"
64282,Why SOPA is a bad idea,https://www.ted.com/talks/clay_shirky_why_sopa_is_a_bad_idea,"politics,technology,business,media,creativity","871.0,1390.0","Re-examining the remix,The $8 billion iPod","environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish,culture,business,marketing,storytelling,decision-making"
64520,A primer on 3D printing,https://www.ted.com/talks/lisa_harouni_a_primer_on_3d_printing,"technology,design,business,3D printing,manufacturing","27.0,27.0,27.0","Organic design, inspired by nature,Organic design, inspired by nature,Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness,design,business,entrepreneur,architecture,urban planning,gaming,homelessness,design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
64894,Treating cancer with electric fields,https://www.ted.com/talks/bill_doyle_treating_cancer_with_electric_fields,"technology,cancer,medical research","761.0,761.0,761.0","A new strategy in the war on cancer,A new strategy in the war on cancer,A new strategy in the war on cancer","technology,invention,entertainment,music,performance,software,art,technology,invention,entertainment,music,performance,software,art,technology,invention,entertainment,music,performance,software,art"
65138,The secret structure of great talks,https://www.ted.com/talks/nancy_duarte_the_secret_structure_of_great_talks,"storytelling,communication,TEDx,public speaking","44912.0,44912.0,44912.0","Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head,Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
65496,Deaf in the military,https://www.ted.com/talks/keith_nolan_deaf_in_the_military,"global issues,military,TEDx,disability",1342.0,Why I chose a gun,"design,industrial design,invention,DNA,nature,creativity,biology,product design"
65770,How do you save a shark you know nothing about?,https://www.ted.com/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about,"climate change,environment,science,genetics,animals,biology,fish,activism,exploration,TEDx,conservation,ecology,ocean",973.0,Tagging tuna in the deep ocean,"culture,business,economics,media,food,consumerism,marketing,storytelling,decision-making"
66026,Comedy is translation,https://www.ted.com/talks/chris_bliss_comedy_is_translation,"entertainment,communication,language,comedy,literature,humor,TEDx",1224.0,The conscience of television,"culture,global issues,technology,business,software,collaboration,library"
66216,My immigration story,https://www.ted.com/talks/tan_le_my_immigration_story,"storytelling,family,TEDx,immigration",921.0,A headset that reads your brainwaves,"culture,science,technology,evolution,future,history,philosophy,decision-making"
66356,Why videos go viral,https://www.ted.com/talks/kevin_allocca_why_videos_go_viral,"entertainment,social media,Internet","871.0,871.0,871.0","Re-examining the remix,Re-examining the remix,Re-examining the remix","environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish,environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish,environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish"
66424,A census of the ocean,https://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean,"collaboration,biology,fish,photography,marine biology,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
66466,The ocean's shifting baseline,https://www.ted.com/talks/daniel_pauly_the_ocean_s_shifting_baseline,"climate change,environment,science,animals,fish,future,pollution,biodiversity,data,Mission Blue,conservation,ecology,marine biology,ocean",467.0,My wish: Protect our oceans,"science,sustainability,technology,industrial design,invention,business,transportation,innovation,robots,social change"
66518,The Earth is full,https://www.ted.com/talks/paul_gilding_the_earth_is_full,"climate change,environment,science,sustainability,technology,economics,cities,future,activism,energy,solar energy,agriculture,natural resources,renewable energy",335.0,Our next giant leap,"science,technology,invention,entrepreneur,DNA,biotech,genetics,biology,biodiversity,ecology,ocean"
66582,Abundance is our future,https://www.ted.com/talks/peter_diamandis_abundance_is_our_future,"sustainability,technology,invention,cities",335.0,Our next giant leap,"science,technology,invention,entrepreneur,DNA,biotech,genetics,biology,biodiversity,ecology,ocean"
67144,Design to challenge reality,https://www.ted.com/talks/kelli_anderson_design_to_challenge_reality,"design,engineering,art,TEDx",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
67160,Why you will fail to have a great career,https://www.ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career,"business,happiness,success,personal growth,TEDx,goals","605.0,605.0,605.0","A kinder, gentler philosophy of success,A kinder, gentler philosophy of success,A kinder, gentler philosophy of success","culture,environment,global issues,science,Africa,animals,nature,primates,culture,environment,global issues,science,Africa,animals,nature,primates,culture,environment,global issues,science,Africa,animals,nature,primates"
67502,The $8 billion iPod,https://www.ted.com/talks/rob_reid_the_8_billion_ipod,"business,entertainment,music,comedy,humor",871.0,Re-examining the remix,"environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish"
67650,Beautiful artificial limbs,https://www.ted.com/talks/scott_summit_beautiful_artificial_limbs,"design,industrial design,prosthetics,beauty,TEDx",27.0,"Organic design, inspired by nature","design,business,entrepreneur,architecture,urban planning,gaming,homelessness"
67812,The single biggest health threat women face,https://www.ted.com/talks/noel_bairey_merz_the_single_biggest_health_threat_women_face,"politics,science,disease,health,health care,biology,activism,medicine,women,illness,public health,TEDx,medical research,medical imaging,human body,heart","1078.0,1078.0,1078.0","On being a woman and a diplomat,On being a woman and a diplomat,On being a woman and a diplomat","social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender,social change,gender,parenting,society,TEDx,Transgender"
68140,From mach-20 glider to hummingbird drone,https://www.ted.com/talks/regina_dugan_from_mach_20_glider_to_hummingbird_drone,"science,technology,design,engineering,invention,military,flight,rocket science,innovation,robots,health,nature,biology,biomimicry,community,product design,physics,prosthetics,drones,Vaccines,birds,neuroscience,Internet,weather,kids,nanotechnology",429.0,My dream of a flying car,"culture,design,architecture,cities,collaboration,death,interview,memory,urban planning,United States,natural disaster"
68428,I am a pirate,https://www.ted.com/talks/rick_falkvinge_i_am_a_pirate,"global issues,politics,technology,TEDx,Internet","871.0,871.0","Re-examining the remix,Re-examining the remix","environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish,environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish"
69890,Gaming for understanding,https://www.ted.com/talks/brenda_romero_gaming_for_understanding,"global issues,social change,history,gaming,TEDx","1278.0,1278.0","How games make kids smarter,How games make kids smarter","culture,entertainment,performance,love,philosophy,poetry,culture,entertainment,performance,love,philosophy,poetry"
70256,From stigma to supermodel,https://www.ted.com/talks/rick_guidotti_from_stigma_to_supermodel,"global issues,race,photography,beauty,fashion,TEDx",2264.0,Gorgeous portraits of the world's vanishing people,"entertainment,music,performance,youth"
70578,3 new ways to kill mosquitoes,https://www.ted.com/talks/bart_knols_3_new_ways_to_kill_mosquitoes,"global issues,health,medicine,insects,TEDx","24006.0,24006.0,24006.0","The loathsome lethal mosquito,The loathsome lethal mosquito,The loathsome lethal mosquito","global issues,politics,technology,business,economics,innovation,future,potential,Asia,india,infrastructure,international development,global issues,politics,technology,business,economics,innovation,future,potential,Asia,india,infrastructure,international development,global issues,politics,technology,business,economics,innovation,future,potential,Asia,india,infrastructure,international development"
70626,Beethoven the businessman,https://www.ted.com/talks/jose_bowen_beethoven_the_businessman,"business,music,history,TEDx","871.0,663.0","Re-examining the remix,Lead like the great conductors","environment,science,technology,design,DNA,animals,evolution,biology,biomimicry,fish,science,technology,disease,health,cancer"
70640,The optimism bias,https://www.ted.com/talks/tali_sharot_the_optimism_bias,"culture,science,cognitive science,psychology,happiness,brain,decision-making,sociology,neuroscience,behavioral economics,personality",1212.0,Beware conflicts of interest,"science,entertainment,performance,nature,dance"
71016,The sea we've hardly seen,https://www.ted.com/talks/melissa_garren_the_sea_we_ve_hardly_seen,"climate change,environment,science,biotech,innovation,disease,health,biology,pollution,biodiversity,bacteria,microbiology,TEDx,nanotechnology,ocean",509.0,"How bacteria ""talk""","culture,global issues,science,disease,food,health,health care"
71052,What's left to explore?,https://www.ted.com/talks/nathan_wolfe_what_s_left_to_explore,"environment,science,DNA,genetics,disease,biology,biodiversity,exploration,public health,bacteria,microbiology,Vaccines,virus,medical research,nanotechnology","509.0,509.0,509.0","How bacteria ""talk"",How bacteria ""talk"",How bacteria ""talk""","culture,global issues,science,disease,food,health,health care,culture,global issues,science,disease,food,health,health care,culture,global issues,science,disease,food,health,health care"
71338,4 lessons from robots about being human,https://www.ted.com/talks/ken_goldberg_4_lessons_from_robots_about_being_human,"science,biotech,computers,software,collaboration,robots,art,philosophy,community,AI,social media,TEDx,Internet,code,machine learning,gardening,UX design","8780.0,8780.0,8780.0","What's it like to be a robot?,What's it like to be a robot?,What's it like to be a robot?","culture,design,entertainment,art,happiness,kids,culture,design,entertainment,art,happiness,kids,culture,design,entertainment,art,happiness,kids"
71712,A new way to stop identity theft,https://www.ted.com/talks/david_birch_a_new_way_to_stop_identity_theft,"technology,self,TEDx",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
71980,Mining minerals from seawater,https://www.ted.com/talks/damian_palin_mining_minerals_from_seawater,"environment,science,sustainability,technology,biotech,innovation,biology,water,bacteria,chemistry,TED Fellows,natural resources,ocean",509.0,"How bacteria ""talk""","culture,global issues,science,disease,food,health,health care"
72506,Pop an ollie and innovate!,https://www.ted.com/talks/rodney_mullen_pop_an_ollie_and_innovate,"software,collaboration,innovation,TEDx",44912.0,"Mentalism, mind reading and the art of getting inside your head","education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
73588,The game that can give you 10 extra years of life,https://www.ted.com/talks/jane_mcgonigal_the_game_that_can_give_you_10_extra_years_of_life,"science,technology,entertainment,social change,health,health care,cognitive science,psychology,philosophy,aging,happiness,medicine,motivation,self,gaming,illness,compassion,social media,body language,neuroscience",1278.0,How games make kids smarter,"culture,entertainment,performance,love,philosophy,poetry"
73750,"The future race car -- 150mph, and no driver",https://www.ted.com/talks/chris_gerdes_the_future_race_car_150mph_and_no_driver,"technology,transportation,future,TEDx,driverless cars",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
73914,Experiments that point to a new understanding of cancer,https://www.ted.com/talks/mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer,"science,DNA,genetics,innovation,disease,health,health care,cancer,biology,medicine,women,illness,microbiology,chemistry,medical research","761.0,761.0,761.0","A new strategy in the war on cancer,A new strategy in the war on cancer,A new strategy in the war on cancer","technology,invention,entertainment,music,performance,software,art,technology,invention,entertainment,music,performance,software,art,technology,invention,entertainment,music,performance,software,art"
74830,When a reporter becomes the story,https://www.ted.com/talks/giles_duley_when_a_reporter_becomes_the_story,"culture,storytelling,war,photography,personal growth,violence,TEDx,journalism,disability",2264.0,Gorgeous portraits of the world's vanishing people,"entertainment,music,performance,youth"
75038,Dare to disagree,https://www.ted.com/talks/margaret_heffernan_dare_to_disagree,"business,leadership,women in business","1212.0,1212.0,1212.0","Beware conflicts of interest,Beware conflicts of interest,Beware conflicts of interest","science,entertainment,performance,nature,dance,science,entertainment,performance,nature,dance,science,entertainment,performance,nature,dance"
75498,Fighting with nonviolence,https://www.ted.com/talks/scilla_elworthy_fighting_with_nonviolence,"global issues,activism,terrorism,war,violence,TEDx",1342.0,Why I chose a gun,"design,industrial design,invention,DNA,nature,creativity,biology,product design"
76280,Demand a more open-source government,https://www.ted.com/talks/beth_noveck_demand_a_more_open_source_government,"global issues,politics,democracy,government,data","1548.0,1548.0,1548.0","What's a snollygoster? A short lesson in political speak,What's a snollygoster? A short lesson in political speak,What's a snollygoster? A short lesson in political speak","culture,design,invention,architecture,cities,culture,design,invention,architecture,cities,culture,design,invention,architecture,cities"
76862,Your body language may shape who you are,https://www.ted.com/talks/amy_cuddy_your_body_language_may_shape_who_you_are,"science,business,psychology,success,brain,self,body language","9463.0,44912.0,9463.0,44912.0","The gift and power of emotional courage,Mentalism, mind reading and the art of getting inside your head,The gift and power of emotional courage,Mentalism, mind reading and the art of getting inside your head","technology,entertainment,music,humor,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,technology,entertainment,music,humor,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
77336,Between music and medicine,https://www.ted.com/talks/robert_gupta_between_music_and_medicine,"entertainment,music,performance,activism,medicine,TED Fellows","805.0,1500.0","Music is medicine, music is sanity,A young guitarist meets his hero","culture,science,cognitive science,evolution,gender,love,psychology,relationships,culture,business,economics,transportation,parenting,statistics"
77776,Let's pool our medical data,https://www.ted.com/talks/john_wilbanks_let_s_pool_our_medical_data,"software,health,health care,medical research",761.0,A new strategy in the war on cancer,"technology,invention,entertainment,music,performance,software,art"
77920,The secret lives of paintings,https://www.ted.com/talks/maurizio_seracini_the_secret_lives_of_paintings,"culture,science,technology,biotech,collaboration,art,history,exploration,visualizations,painting,conservation","235.0,235.0,235.0","The search for the true face of Leonardo,The search for the true face of Leonardo,The search for the true face of Leonardo","design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space,design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space,design,engineering,industrial design,invention,business,entrepreneur,flight,rocket science,space"
77984,3 ways to (usefully) lose control of your brand,https://www.ted.com/talks/tim_leberecht_3_ways_to_usefully_lose_control_of_your_brand,"design,business,social media",1632.0,"Excuse me, may I rent your car?","culture,global issues,technology,military,terrorism,war"
78336,The strange politics of disgust,https://www.ted.com/talks/david_pizarro_the_strange_politics_of_disgust,"politics,science,cognitive science,psychology,history,brain,decision-making,sociology,sex,smell,TEDx,ethics",9463.0,The gift and power of emotional courage,"technology,entertainment,music,humor"
78880,"Healthier men, one moustache at a time",https://www.ted.com/talks/adam_garone_healthier_men_one_moustache_at_a_time,"culture,philanthropy,identity,TEDx","761.0,761.0,761.0","A new strategy in the war on cancer,A new strategy in the war on cancer,A new strategy in the war on cancer","technology,invention,entertainment,music,performance,software,art,technology,invention,entertainment,music,performance,software,art,technology,invention,entertainment,music,performance,software,art"
79604,Teen wonders play bluegrass,https://www.ted.com/talks/sleepy_man_banjo_boys_teen_wonders_play_bluegrass,"entertainment,performance,youth,kids","45.0,1500.0","An 11-year-old's magical violin,A young guitarist meets his hero","climate change,culture,environment,global issues,science,sustainability,technology,transportation,renewable energy,culture,business,economics,transportation,parenting,statistics"
79670,How to solve traffic jams,https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams,"technology,engineering,transportation,innovation,TEDx",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
79894,Why global jihad is losing,https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing,"culture,global issues,politics,religion,terrorism,war,TEDx,Egypt","1045.0,1045.0,1045.0","On reading the Koran,On reading the Koran,On reading the Koran","culture,design,business,entertainment,software,storytelling,communication,community,culture,design,business,entertainment,software,storytelling,communication,community,culture,design,business,entertainment,software,storytelling,communication,community"
80384,"Excuse me, may I rent your car?",https://www.ted.com/talks/robin_chase_excuse_me_may_i_rent_your_car,"business,transportation,collaboration,consumerism,women in business",1174.0,A future beyond traffic gridlock,"culture,global issues,music,collaboration,social change,art,storytelling,activism,film"
80880,Re-engineering mosquitos to fight disease,https://www.ted.com/talks/hadyn_parry_re_engineering_mosquitos_to_fight_disease,"global issues,science,technology,engineering,DNA,biotech,genetics,innovation,disease,health,animals,biomimicry,insects,illness,public health,pandemic,ecology,synthetic biology",24006.0,The loathsome lethal mosquito,"global issues,politics,technology,business,economics,innovation,future,potential,Asia,india,infrastructure,international development"
81220,"Looks aren't everything. Believe me, I'm a model.",https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model,"culture,photography,beauty,fashion,TEDx","2264.0,44912.0,2264.0,44912.0,2264.0,44912.0","Gorgeous portraits of the world's vanishing people,Mentalism, mind reading and the art of getting inside your head,Gorgeous portraits of the world's vanishing people,Mentalism, mind reading and the art of getting inside your head,Gorgeous portraits of the world's vanishing people,Mentalism, mind reading and the art of getting inside your head","entertainment,music,performance,youth,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,entertainment,music,performance,youth,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids,entertainment,music,performance,youth,education,storytelling,leadership,sports,motivation,personal growth,TEDx,kids"
82654,Could your language affect your ability to save money?,https://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money,"business,economics,language,data,behavioral economics","23938.0,23938.0,23938.0","A brief history of plural word...s,A brief history of plural word...s,A brief history of plural word...s","entertainment,music,performance,art,entertainment,music,performance,art,entertainment,music,performance,art"
